City/municipality,State/ Country,Population,Focus,Aggregation,Average Score,Disparity,Infra ratio,Dest ratio,Highest Point,Focus Disparity,Accuracy Score,Continent,Subdivision,latitude,longitude,Safe Area (sq mi),Bike Network (mi),Bike Network %,Bike Paths (mi),Bike Paths %,Bike Lanes (mi),Bike Lanes %,Friendly (mi),Friendly %,Shared Road %,Other %,Total Network,Destinations,Bike Parking,Destination Score,Bad Ints  / mi,Furthest Reach #1 (mi),Furthest Reach #2 (mi),Furthest Reach #3 (mi),PFB rank dif,Copenhagen rank dif
Graz,Austria,"310,000",Balanced,Best Area,69.7,1.2,92%,108%,70.9,-11.4,68,EU,,47.07,15.44,,,,,,,,,,,,,,,,,,,,,
Graz,Austria,"310,000",Destination,City Wide,68.3,6.9,93%,107%,75.7,-8.8,68,EU,,47.07,15.44,,,,,,,,,,,,,,,,,,,,,
Graz,Austria,"310,000",Destination,Best Area,75.2,0.9,92%,108%,76.1,-11.4,68,EU,,47.07,15.44,,,,,,,,,,,,,,,,,,,,,
Salzburg,Austria,"157,659",Infrastructure,City Wide,67.9,1.0,99%,101%,69.0,-2.0,81,EU,,47.80,13.05,,,,,,,,,,,,,,,,,,,,,
Salzburg,Austria,"157,659",Infrastructure,Best Area,68.9,0.7,99%,101%,69.6,-1.5,81,EU,,47.80,13.05,,,,,,,,,,,,,,,,,,,,,
Salzburg,Austria,"157,659",Balanced,City Wide,68.9,0.7,99%,101%,69.7,-2.0,81,EU,,47.80,13.05,,,,,,,,,,,,,,,,,,,,,
Salzburg,Austria,"157,659",Balanced,Best Area,69.6,0.5,99%,101%,70.1,-1.5,81,EU,,47.80,13.05,,,,,,,,,,,,,,,,,,,,,
Salzburg,Austria,"157,659",Destination,City Wide,69.9,0.5,99%,101%,70.5,-2.0,81,EU,,47.80,13.05,,,,,,,,,,,,,,,,,,,,,
Salzburg,Austria,"157,659",Destination,Best Area,70.4,0.3,99%,101%,70.7,-1.5,81,EU,,47.80,13.05,,,,,,,,,,,,,,,,,,,,,
Tours,France,"136,463",Infrastructure,City Wide,67.0,1.1,98%,102%,68.2,-3.3,65,EU,,47.39,0.69,,,,,,,,,,,,,,,,,,,,,
Tours,France,"136,463",Infrastructure,Best Area,68.1,0.2,98%,102%,68.3,-3.0,65,EU,,47.39,0.69,,,,,,,,,,,,,,,,,,,,,
Tours,France,"136,463",Balanced,City Wide,68.7,0.9,98%,102%,69.6,-3.3,65,EU,,47.39,0.69,,,,,,,,,,,,,,,,,,,,,
Tours,France,"136,463",Balanced,Best Area,69.6,0.1,98%,102%,69.7,-3.0,65,EU,,47.39,0.69,,,,,,,,,,,,,,,,,,,,,
Tours,France,"136,463",Destination,City Wide,70.3,0.8,98%,102%,71.1,-3.3,65,EU,,47.39,0.69,,,,,,,,,,,,,,,,,,,,,
Tours,France,"136,463",Destination,Best Area,71.1,0.1,98%,102%,71.2,-3.0,65,EU,,47.39,0.69,,,,,,,,,,,,,,,,,,,,,
Odense,Denmark,"185,480",Infrastructure,City Wide,72.4,1.3,106%,94%,73.7,8.4,94,EU,,55.39,10.35,,,,,,,,,,,,,,,,,,,,,
Odense,Denmark,"185,480",Infrastructure,Best Area,73.7,0.4,106%,94%,74.1,8.7,94,EU,,55.39,10.35,,,,,,,,,,,,,,,,,,,,,
Odense,Denmark,"185,480",Balanced,City Wide,68.4,1.1,106%,94%,69.5,8.4,94,EU,,55.39,10.35,,,,,,,,,,,,,,,,,,,,,
Odense,Denmark,"185,480",Balanced,Best Area,69.5,0.3,106%,94%,69.8,8.7,94,EU,,55.39,10.35,,,,,,,,,,,,,,,,,,,,,
Odense,Denmark,"185,480",Destination,City Wide,64.0,1.0,106%,94%,65.1,8.4,94,EU,,55.39,10.35,,,,,,,,,,,,,,,,,,,,,
Odense,Denmark,"185,480",Destination,Best Area,65.0,0.2,106%,94%,65.2,8.7,94,EU,,55.39,10.35,,,,,,,,,,,,,,,,,,,,,
Lisbon,Portugal,"612,893",Infrastructure,City Wide,59.3,1.1,87%,111%,60.4,-16.4,51,EU,,38.71,-9.14,,,,,,,,,,,,,,,,,,,,,
Lisbon,Portugal,"612,893",Infrastructure,Best Area,60.4,0.3,87%,112%,60.7,-17.3,51,EU,,38.71,-9.14,,,,,,,,,,,,,,,,,,,,,
Lisbon,Portugal,"612,893",Balanced,City Wide,67.9,1.6,87%,111%,69.7,-16.4,51,EU,,38.71,-9.14,,,,,,,,,,,,,,,,,,,,,
Lisbon,Portugal,"612,893",Balanced,Best Area,69.5,0.5,87%,112%,70.0,-17.3,51,EU,,38.71,-9.14,,,,,,,,,,,,,,,,,,,,,
Lisbon,Portugal,"612,893",Destination,City Wide,75.7,2.0,87%,111%,78.0,-16.4,51,EU,,38.71,-9.14,,,,,,,,,,,,,,,,,,,,,
Lisbon,Portugal,"612,893",Destination,Best Area,77.7,0.7,87%,112%,78.4,-17.3,51,EU,,38.71,-9.14,,,,,,,,,,,,,,,,,,,,,
Carmel,IN,"100,501",Infrastructure,City Wide,75.1,1.1,110%,89%,76.2,14.0,66,NA,,39.98,-86.13,,,,,,,,,,,,,,,,,,,,,
Carmel,IN,"100,501",Infrastructure,Best Area,76.2,0.9,110%,89%,77.1,14.3,66,NA,,39.98,-86.13,,,,,,,,,,,,,,,,,,,,,
Carmel,IN,"100,501",Balanced,City Wide,68.5,0.9,110%,89%,69.3,14.0,66,NA,,39.98,-86.13,,,,,,,,,,,,,,,,,,,,,
Carmel,IN,"100,501",Balanced,Best Area,69.4,0.8,110%,89%,70.2,14.3,66,NA,,39.98,-86.13,,,,,,,,,,,,,,,,,,,,,
Carmel,IN,"100,501",Destination,City Wide,61.1,0.8,110%,89%,61.8,14.0,66,NA,,39.98,-86.13,,,,,,,,,,,,,,,,,,,,,
Carmel,IN,"100,501",Destination,Best Area,61.9,0.7,110%,89%,62.6,14.3,66,NA,,39.98,-86.13,,,,,,,,,,,,,,,,,,,,,
City of Adelaide,SA,"30,173",Infrastructure,City Wide,67.8,1.3,99%,101%,69.3,-0.9,71,Other,Yes,-34.93,138.60,,,,,,,,,,,,,,,,,,,,,
City of Adelaide,SA,"30,173",Infrastructure,Best Area,69.1,0.3,100%,100%,69.4,-0.6,71,Other,Yes,-34.93,138.60,,,,,,,,,,,,,,,,,,,,,
City of Adelaide,SA,"30,173",Balanced,City Wide,68.2,1.2,99%,101%,69.6,-0.9,71,Other,Yes,-34.93,138.60,,,,,,,,,,,,,,,,,,,,,
City of Adelaide,SA,"30,173",Balanced,Best Area,69.4,0.3,100%,100%,69.7,-0.6,71,Other,Yes,-34.93,138.60,,,,,,,,,,,,,,,,,,,,,
City of Adelaide,SA,"30,173",Destination,City Wide,68.7,1.0,99%,101%,69.8,-0.9,71,Other,Yes,-34.93,138.60,,,,,,,,,,,,,,,,,,,,,
City of Adelaide,SA,"30,173",Destination,Best Area,69.7,0.3,100%,100%,70.0,-0.6,71,Other,Yes,-34.93,138.60,,,,,,,,,,,,,,,,,,,,,
Florence,Italy,"362,353",Infrastructure,City Wide,60.0,3.2,91%,109%,63.5,-11.9,49,EU,,43.77,11.26,,,,,,,,,,,,,,,,,,,,,
Florence,Italy,"362,353",Infrastructure,Best Area,63.2,1.1,91%,108%,64.3,-11.9,49,EU,,43.77,11.26,,,,,,,,,,,,,,,,,,,,,
Florence,Italy,"362,353",Balanced,City Wide,66.2,3.2,91%,109%,69.5,-11.9,49,EU,,43.77,11.26,,,,,,,,,,,,,,,,,,,,,
Florence,Italy,"362,353",Balanced,Best Area,69.4,0.6,91%,108%,70.0,-11.9,49,EU,,43.77,11.26,,,,,,,,,,,,,,,,,,,,,
Florence,Italy,"362,353",Destination,City Wide,71.9,3.2,91%,109%,75.1,-11.9,49,EU,,43.77,11.26,,,,,,,,,,,,,,,,,,,,,
Florence,Italy,"362,353",Destination,Best Area,75.1,0.1,91%,108%,75.2,-11.9,49,EU,,43.77,11.26,,,,,,,,,,,,,,,,,,,,,
Trondheim,Norway,"210,000",Infrastructure,City Wide,69.3,3.0,105%,95%,72.4,6.3,74,EU,,63.43,10.40,,,,,,,,,,,,,,,,,,,,,
Trondheim,Norway,"210,000",Infrastructure,Best Area,72.3,0.4,104%,96%,72.7,6.0,74,EU,,63.43,10.40,,,,,,,,,,,,,,,,,,,,,
Trondheim,Norway,"210,000",Balanced,City Wide,66.2,3.2,105%,95%,69.4,6.3,74,EU,,63.43,10.40,,,,,,,,,,,,,,,,,,,,,
Trondheim,Norway,"210,000",Balanced,Best Area,69.4,0.2,104%,96%,69.6,6.0,74,EU,,63.43,10.40,,,,,,,,,,,,,,,,,,,,,
Trondheim,Norway,"210,000",Destination,City Wide,63.0,3.3,105%,95%,66.3,6.3,74,EU,,63.43,10.40,,,,,,,,,,,,,,,,,,,,,
Trondheim,Norway,"210,000",Destination,Best Area,66.3,0.1,104%,96%,66.4,6.0,74,EU,,63.43,10.40,,,,,,,,,,,,,,,,,,,,,
Basel,Switzerland,"173,863",Infrastructure,City Wide,64.0,1.0,93%,106%,65.2,-8.7,73,EU,,47.56,7.59,,,,,,,,,,,,,,,,,,,,,
Basel,Switzerland,"173,863",Infrastructure,Best Area,65.0,0.4,94%,106%,65.4,-8.4,73,EU,,47.56,7.59,,,,,,,,,,,,,,,,,,,,,
Basel,Switzerland,"173,863",Balanced,City Wide,68.5,0.8,93%,106%,69.4,-8.7,73,EU,,47.56,7.59,,,,,,,,,,,,,,,,,,,,,
Basel,Switzerland,"173,863",Balanced,Best Area,69.3,0.4,94%,106%,69.7,-8.4,73,EU,,47.56,7.59,,,,,,,,,,,,,,,,,,,,,
Basel,Switzerland,"173,863",Destination,City Wide,72.7,0.7,93%,106%,73.6,-8.7,73,EU,,47.56,7.59,,,,,,,,,,,,,,,,,,,,,
Basel,Switzerland,"173,863",Destination,Best Area,73.4,0.5,94%,106%,73.9,-8.4,73,EU,,47.56,7.59,,,,,,,,,,,,,,,,,,,,,
Madison,WI,"275,568",Infrastructure,City Wide,65.1,6.3,103%,97%,71.6,3.6,63,NA,,43.07,-89.38,,,,,,,,,,,,,,,,,,,,,
Madison,WI,"275,568",Infrastructure,Best Area,71.4,1.4,103%,97%,72.8,4.3,63,NA,,43.07,-89.38,,,,,,,,,,,,,,,,,,,,,
Madison,WI,"275,568",Balanced,City Wide,63.3,6.0,103%,97%,69.6,3.6,63,NA,,43.07,-89.38,,,,,,,,,,,,,,,,,,,,,
Madison,WI,"275,568",Balanced,Best Area,69.3,1.2,103%,97%,70.5,4.3,63,NA,,43.07,-89.38,,,,,,,,,,,,,,,,,,,,,
Madison,WI,"275,568",Destination,City Wide,61.5,5.6,103%,97%,67.4,3.6,63,NA,,43.07,-89.38,,,,,,,,,,,,,,,,,,,,,
Madison,WI,"275,568",Destination,Best Area,67.1,1.1,103%,97%,68.2,4.3,63,NA,,43.07,-89.38,,,,,,,,,,,,,,,,,,,,,
Zagreb,Croatia,"784,297",Infrastructure,City Wide,45.2,17.2,92%,108%,62.5,-7.8,80,EU,,45.84,15.96,,,,,,,,,,,,,,,,,,,,,
Zagreb,Croatia,"784,297",Infrastructure,Best Area,62.4,0.5,90%,109%,62.9,-13.1,80,EU,,45.84,15.96,,,,,,,,,,,,,,,,,,,,,
Zagreb,Croatia,"784,297",Balanced,City Wide,49.1,20.1,92%,108%,69.4,-7.8,80,EU,,45.84,15.96,,,,,,,,,,,,,,,,,,,,,
Zagreb,Croatia,"784,297",Balanced,Best Area,69.2,0.5,90%,109%,69.7,-13.1,80,EU,,45.84,15.96,,,,,,,,,,,,,,,,,,,,,
Zagreb,Croatia,"784,297",Destination,City Wide,53.0,22.5,92%,108%,75.7,-7.8,80,EU,,45.84,15.96,,,,,,,,,,,,,,,,,,,,,
Zagreb,Croatia,"784,297",Destination,Best Area,75.5,0.4,90%,109%,75.9,-13.1,80,EU,,45.84,15.96,,,,,,,,,,,,,,,,,,,,,
Ljubljana,Slovenia,"300,354",Infrastructure,City Wide,61.0,8.6,101%,99%,69.6,1.0,69,EU,,46.05,14.51,,,,,,,,,,,,,,,,,,,,,
Ljubljana,Slovenia,"300,354",Infrastructure,Best Area,69.6,0.2,101%,99%,69.8,0.9,69,EU,,46.05,14.51,,,,,,,,,,,,,,,,,,,,,
Ljubljana,Slovenia,"300,354",Balanced,City Wide,60.5,8.6,101%,99%,69.2,1.0,69,EU,,46.05,14.51,,,,,,,,,,,,,,,,,,,,,
Ljubljana,Slovenia,"300,354",Balanced,Best Area,69.1,0.2,101%,99%,69.3,0.9,69,EU,,46.05,14.51,,,,,,,,,,,,,,,,,,,,,
Ljubljana,Slovenia,"300,354",Destination,City Wide,60.0,8.7,101%,99%,68.7,1.0,69,EU,,46.05,14.51,,,,,,,,,,,,,,,,,,,,,
Ljubljana,Slovenia,"300,354",Destination,Best Area,68.7,0.1,101%,99%,68.8,0.9,69,EU,,46.05,14.51,,,,,,,,,,,,,,,,,,,,,
Chicago,IL,"2,707,648",Infrastructure,City Wide,50.6,12.2,93%,107%,64.5,-7.3,59,NA,,41.88,-87.62,,,,,,,,,,,,,,,,,,,,,
Chicago,IL,"2,707,648",Infrastructure,Best Area,62.8,3.6,91%,108%,66.4,-12.1,59,NA,,41.88,-87.62,,,,,,,,,,,,,,,,,,,,,
Chicago,IL,"2,707,648",Balanced,City Wide,54.3,14.8,93%,107%,70.8,-7.3,59,NA,,41.88,-87.62,,,,,,,,,,,,,,,,,,,,,
Chicago,IL,"2,707,648",Balanced,Best Area,69.1,3.7,91%,108%,72.8,-12.1,59,NA,,41.88,-87.62,,,,,,,,,,,,,,,,,,,,,
Chicago,IL,"2,707,648",Destination,City Wide,57.9,17.0,93%,107%,76.5,-7.3,59,NA,,41.88,-87.62,,,,,,,,,,,,,,,,,,,,,
Chicago,IL,"2,707,648",Destination,Best Area,74.9,3.8,91%,108%,78.7,-12.1,59,NA,,41.88,-87.62,,,,,,,,,,,,,,,,,,,,,
Linz,Austria,"207,247",Infrastructure,City Wide,64.2,2.9,97%,103%,67.5,-3.5,76,EU,,48.31,14.29,,,,,,,,,,,,,,,,,,,,,
Linz,Austria,"207,247",Infrastructure,Best Area,67.1,0.9,97%,103%,68.0,-3.8,76,EU,,48.31,14.29,,,,,,,,,,,,,,,,,,,,,
Linz,Austria,"207,247",Balanced,City Wide,65.9,3.1,97%,103%,69.4,-3.5,76,EU,,48.31,14.29,,,,,,,,,,,,,,,,,,,,,
Linz,Austria,"207,247",Balanced,Best Area,69.0,0.8,97%,103%,69.8,-3.8,76,EU,,48.31,14.29,,,,,,,,,,,,,,,,,,,,,
Linz,Austria,"207,247",Destination,City Wide,67.7,3.2,97%,103%,71.2,-3.5,76,EU,,48.31,14.29,,,,,,,,,,,,,,,,,,,,,
Linz,Austria,"207,247",Destination,Best Area,70.9,0.9,97%,103%,71.8,-3.8,76,EU,,48.31,14.29,,,,,,,,,,,,,,,,,,,,,
Ottawa,ON,"1,067,088",Infrastructure,City Wide,42.4,25.0,100%,99%,72.1,0.4,83,NA,,45.42,-75.69,,,,,,,,,,,,,,,,,,,,,
Ottawa,ON,"1,067,088",Infrastructure,Best Area,67.4,7.0,98%,102%,74.4,-3.2,92,NA,,45.42,-75.69,,,,,,,,,,,,,,,,,,,,,
Ottawa,ON,"1,067,088",Balanced,City Wide,42.3,26.7,100%,99%,74.8,0.4,83,NA,,45.42,-75.69,,,,,,,,,,,,,,,,,,,,,
Ottawa,ON,"1,067,088",Balanced,Best Area,69.0,7.9,98%,102%,76.9,-3.2,92,NA,,45.42,-75.69,,,,,,,,,,,,,,,,,,,,,
Ottawa,ON,"1,067,088",Destination,City Wide,42.0,28.6,100%,99%,77.3,0.4,83,NA,,45.42,-75.69,,,,,,,,,,,,,,,,,,,,,
Ottawa,ON,"1,067,088",Destination,Best Area,70.6,8.7,98%,102%,79.3,-3.2,92,NA,,45.42,-75.69,,,,,,,,,,,,,,,,,,,,,
Katowice,Poland,"285,711",Infrastructure,City Wide,56.1,7.6,95%,105%,63.9,-6.1,87,EU,,50.21,19.01,,,,,,,,,,,,,,,,,,,,,
Katowice,Poland,"285,711",Infrastructure,Best Area,63.7,1.0,93%,107%,64.7,-9.9,87,EU,,50.21,19.01,,,,,,,,,,,,,,,,,,,,,
Katowice,Poland,"285,711",Balanced,City Wide,59.2,9.6,95%,105%,69.0,-6.1,87,EU,,50.21,19.01,,,,,,,,,,,,,,,,,,,,,
Katowice,Poland,"285,711",Balanced,Best Area,68.8,0.8,93%,107%,69.6,-9.9,87,EU,,50.21,19.01,,,,,,,,,,,,,,,,,,,,,
Katowice,Poland,"285,711",Destination,City Wide,62.2,11.4,95%,105%,73.8,-6.1,87,EU,,50.21,19.01,,,,,,,,,,,,,,,,,,,,,
Katowice,Poland,"285,711",Destination,Best Area,73.6,0.6,93%,107%,74.2,-9.9,87,EU,,50.21,19.01,,,,,,,,,,,,,,,,,,,,,
Mississauga,ON,"756,058",Infrastructure,City Wide,60.4,7.0,99%,101%,68.0,-0.8,87,NA,,43.59,-79.64,,,,,,,,,,,,,,,,,,,,,
Mississauga,ON,"756,058",Infrastructure,Best Area,67.4,3.6,98%,102%,71.0,-2.8,87,NA,,43.59,-79.64,,,,,,,,,,,,,,,,,,,,,
Mississauga,ON,"756,058",Balanced,City Wide,60.8,7.9,99%,101%,69.6,-0.8,87,NA,,43.59,-79.64,,,,,,,,,,,,,,,,,,,,,
Mississauga,ON,"756,058",Balanced,Best Area,68.7,5.1,98%,102%,73.8,-2.8,87,NA,,43.59,-79.64,,,,,,,,,,,,,,,,,,,,,
Mississauga,ON,"756,058",Destination,City Wide,61.2,9.0,99%,101%,70.7,-0.8,87,NA,,43.59,-79.64,,,,,,,,,,,,,,,,,,,,,
Mississauga,ON,"756,058",Destination,Best Area,70.2,6.7,98%,102%,76.9,-2.8,87,NA,,43.59,-79.64,,,,,,,,,,,,,,,,,,,,,
Nottingham,UK,"397,568",Infrastructure,City Wide,64.1,1.2,95%,105%,65.3,-7.0,87,EU,,52.95,-1.15,,,,,,,,,,,,,,,,,,,,,
Nottingham,UK,"397,568",Infrastructure,Best Area,65.3,0.2,95%,105%,65.5,-6.5,87,EU,,52.95,-1.15,,,,,,,,,,,,,,,,,,,,,
Nottingham,UK,"397,568",Balanced,City Wide,67.6,1.0,95%,105%,68.6,-7.0,87,EU,,52.95,-1.15,,,,,,,,,,,,,,,,,,,,,
Nottingham,UK,"397,568",Balanced,Best Area,68.6,0.3,95%,105%,68.9,-6.5,87,EU,,52.95,-1.15,,,,,,,,,,,,,,,,,,,,,
Nottingham,UK,"397,568",Destination,City Wide,71.1,0.7,95%,105%,71.8,-7.0,87,EU,,52.95,-1.15,,,,,,,,,,,,,,,,,,,,,
Nottingham,UK,"397,568",Destination,Best Area,71.8,0.4,95%,105%,72.2,-6.5,87,EU,,52.95,-1.15,,,,,,,,,,,,,,,,,,,,,
Stavanger,Norway,"140,000",Infrastructure,City Wide,59.1,14.2,106%,94%,74.3,6.6,96,EU,,58.97,5.73,,,,,,,,,,,,,,,,,,,,,
Stavanger,Norway,"140,000",Infrastructure,Best Area,73.3,1.9,107%,93%,75.2,9.7,96,EU,,58.97,5.73,,,,,,,,,,,,,,,,,,,,,
Stavanger,Norway,"140,000",Balanced,City Wide,55.8,12.8,106%,94%,69.3,6.6,96,EU,,58.97,5.73,,,,,,,,,,,,,,,,,,,,,
Stavanger,Norway,"140,000",Balanced,Best Area,68.6,1.5,107%,93%,70.1,9.7,96,EU,,58.97,5.73,,,,,,,,,,,,,,,,,,,,,
Stavanger,Norway,"140,000",Destination,City Wide,52.5,11.1,106%,94%,64.0,6.6,96,EU,,58.97,5.73,,,,,,,,,,,,,,,,,,,,,
Stavanger,Norway,"140,000",Destination,Best Area,63.6,1.0,107%,93%,64.6,9.7,96,EU,,58.97,5.73,,,,,,,,,,,,,,,,,,,,,
Curitiba,Brazil,"1,992,227",Infrastructure,City Wide,52.8,12.9,95%,105%,66.3,-5.1,65,Other,,-25.43,-49.27,,,,,,,,,,,,,,,,,,,,,
Curitiba,Brazil,"1,992,227",Infrastructure,Best Area,65.7,2.8,96%,104%,68.5,-5.7,65,Other,,-25.43,-49.27,,,,,,,,,,,,,,,,,,,,,
Curitiba,Brazil,"1,992,227",Balanced,City Wide,55.4,13.2,95%,105%,69.0,-5.1,65,Other,,-25.43,-49.27,,,,,,,,,,,,,,,,,,,,,
Curitiba,Brazil,"1,992,227",Balanced,Best Area,68.6,2.2,96%,104%,70.8,-5.7,65,Other,,-25.43,-49.27,,,,,,,,,,,,,,,,,,,,,
Curitiba,Brazil,"1,992,227",Destination,City Wide,57.9,13.5,95%,105%,71.8,-5.1,65,Other,,-25.43,-49.27,,,,,,,,,,,,,,,,,,,,,
Curitiba,Brazil,"1,992,227",Destination,Best Area,71.4,1.7,96%,104%,73.1,-5.7,65,Other,,-25.43,-49.27,,,,,,,,,,,,,,,,,,,,,
Mainz,Germany,"217,118",Infrastructure,City Wide,63.6,2.3,96%,103%,66.0,-4.7,87,EU,,50.00,8.27,,,,,,,,,,,,,,,,,,,,,
Mainz,Germany,"217,118",Infrastructure,Best Area,65.9,0.9,96%,104%,66.8,-5.2,87,EU,,50.00,8.27,,,,,,,,,,,,,,,,,,,,,
Mainz,Germany,"217,118",Balanced,City Wide,66.0,2.5,96%,103%,68.7,-4.7,87,EU,,50.00,8.27,,,,,,,,,,,,,,,,,,,,,
Mainz,Germany,"217,118",Balanced,Best Area,68.5,0.8,96%,104%,69.3,-5.2,87,EU,,50.00,8.27,,,,,,,,,,,,,,,,,,,,,
Mainz,Germany,"217,118",Destination,City Wide,68.3,2.8,96%,103%,71.2,-4.7,87,EU,,50.00,8.27,,,,,,,,,,,,,,,,,,,,,
Mainz,Germany,"217,118",Destination,Best Area,71.1,0.6,96%,104%,71.7,-5.2,87,EU,,50.00,8.27,,,,,,,,,,,,,,,,,,,,,
Nice,France,"340,000",Infrastructure,City Wide,49.6,11.1,88%,111%,60.8,-12.8,88,EU,,43.70,7.27,,,,,,,,,,,,,,,,,,,,,
Nice,France,"340,000",Infrastructure,Best Area,60.7,0.3,89%,110%,61.0,-14.9,88,EU,,43.70,7.27,,,,,,,,,,,,,,,,,,,,,
Nice,France,"340,000",Balanced,City Wide,56.4,12.1,88%,111%,68.6,-12.8,88,EU,,43.70,7.27,,,,,,,,,,,,,,,,,,,,,
Nice,France,"340,000",Balanced,Best Area,68.5,0.3,89%,110%,68.8,-14.9,88,EU,,43.70,7.27,,,,,,,,,,,,,,,,,,,,,
Nice,France,"340,000",Destination,City Wide,62.4,13.2,88%,111%,75.6,-12.8,88,EU,,43.70,7.27,,,,,,,,,,,,,,,,,,,,,
Nice,France,"340,000",Destination,Best Area,75.6,0.2,89%,110%,75.8,-14.9,88,EU,,43.70,7.27,,,,,,,,,,,,,,,,,,,,,
Leeds,UK,"818,511",Infrastructure,City Wide,47.0,18.2,96%,104%,66.1,-3.8,72,EU,,53.80,-1.54,,,,,,,,,,,,,,,,,,,,,
Leeds,UK,"818,511",Infrastructure,Best Area,65.2,2.1,96%,104%,67.3,-6.0,72,EU,,53.80,-1.54,,,,,,,,,,,,,,,,,,,,,
Leeds,UK,"818,511",Balanced,City Wide,49.0,19.2,96%,104%,68.9,-3.8,72,EU,,53.80,-1.54,,,,,,,,,,,,,,,,,,,,,
Leeds,UK,"818,511",Balanced,Best Area,68.2,2.2,96%,104%,70.4,-6.0,72,EU,,53.80,-1.54,,,,,,,,,,,,,,,,,,,,,
Leeds,UK,"818,511",Destination,City Wide,50.8,20.4,96%,104%,71.6,-3.8,72,EU,,53.80,-1.54,,,,,,,,,,,,,,,,,,,,,
Leeds,UK,"818,511",Destination,Best Area,71.2,2.4,96%,104%,73.6,-6.0,72,EU,,53.80,-1.54,,,,,,,,,,,,,,,,,,,,,
Bolzano,Italy,"111,709",Infrastructure,City Wide,67.5,1.9,101%,99%,69.5,1.8,77,EU,,46.50,11.35,,,,,,,,,,,,,,,,,,,,,
Bolzano,Italy,"111,709",Infrastructure,Best Area,69.4,0.3,102%,98%,69.7,2.5,77,EU,,46.50,11.35,,,,,,,,,,,,,,,,,,,,,
Bolzano,Italy,"111,709",Balanced,City Wide,66.6,1.5,101%,99%,68.2,1.8,77,EU,,46.50,11.35,,,,,,,,,,,,,,,,,,,,,
Bolzano,Italy,"111,709",Balanced,Best Area,68.1,0.3,102%,98%,68.4,2.5,77,EU,,46.50,11.35,,,,,,,,,,,,,,,,,,,,,
Bolzano,Italy,"111,709",Destination,City Wide,65.7,1.2,101%,99%,66.9,1.8,77,EU,,46.50,11.35,,,,,,,,,,,,,,,,,,,,,
Bolzano,Italy,"111,709",Destination,Best Area,66.9,0.1,102%,98%,67.0,2.5,77,EU,,46.50,11.35,,,,,,,,,,,,,,,,,,,,,
Bydgoszcz,Poland,"340,000",Infrastructure,City Wide,64.1,3.6,98%,102%,67.6,-2.0,76,EU,,53.13,18.03,,,,,,,,,,,,,,,,,,,,,
Bydgoszcz,Poland,"340,000",Infrastructure,Best Area,67.7,1.4,100%,101%,69.1,-0.8,76,EU,,53.13,18.03,,,,,,,,,,,,,,,,,,,,,
Bydgoszcz,Poland,"340,000",Balanced,City Wide,65.1,2.9,98%,102%,68.0,-2.0,76,EU,,53.13,18.03,,,,,,,,,,,,,,,,,,,,,
Bydgoszcz,Poland,"340,000",Balanced,Best Area,68.0,0.9,100%,101%,68.9,-0.8,76,EU,,53.13,18.03,,,,,,,,,,,,,,,,,,,,,
Bydgoszcz,Poland,"340,000",Destination,City Wide,66.1,2.4,98%,102%,68.5,-2.0,76,EU,,53.13,18.03,,,,,,,,,,,,,,,,,,,,,
Bydgoszcz,Poland,"340,000",Destination,Best Area,68.5,0.2,100%,101%,68.7,-0.8,76,EU,,53.13,18.03,,,,,,,,,,,,,,,,,,,,,
Bilbao,Spain,"346,843",Infrastructure,City Wide,56.4,2.6,86%,112%,59.2,-17.1,58,EU,,43.26,-2.94,,,,,,,,,,,,,,,,,,,,,
Bilbao,Spain,"346,843",Infrastructure,Best Area,59.0,1.9,87%,112%,60.9,-16.9,58,EU,,43.26,-2.94,,,,,,,,,,,,,,,,,,,,,
Bilbao,Spain,"346,843",Balanced,City Wide,65.5,2.4,86%,112%,68.0,-17.1,58,EU,,43.26,-2.94,,,,,,,,,,,,,,,,,,,,,
Bilbao,Spain,"346,843",Balanced,Best Area,67.9,1.5,87%,112%,69.4,-16.9,58,EU,,43.26,-2.94,,,,,,,,,,,,,,,,,,,,,
Bilbao,Spain,"346,843",Destination,City Wide,73.5,2.4,86%,112%,75.9,-17.1,58,EU,,43.26,-2.94,,,,,,,,,,,,,,,,,,,,,
Bilbao,Spain,"346,843",Destination,Best Area,75.9,1.1,87%,112%,77.0,-16.9,58,EU,,43.26,-2.94,,,,,,,,,,,,,,,,,,,,,
Tel Aviv,Israel,"495,230",Infrastructure,City Wide,64.5,0.6,96%,104%,65.2,-5.4,37,Other,,32.09,34.78,,,,,,,,,,,,,,,,,,,,,
Tel Aviv,Israel,"495,230",Infrastructure,Best Area,65.1,0.2,96%,104%,65.3,-5.5,37,Other,,32.09,34.78,,,,,,,,,,,,,,,,,,,,,
Tel Aviv,Israel,"495,230",Balanced,City Wide,67.2,0.6,96%,104%,67.9,-5.4,37,Other,,32.09,34.78,,,,,,,,,,,,,,,,,,,,,
Tel Aviv,Israel,"495,230",Balanced,Best Area,67.8,0.2,96%,104%,68.0,-5.5,37,Other,,32.09,34.78,,,,,,,,,,,,,,,,,,,,,
Tel Aviv,Israel,"495,230",Destination,City Wide,69.9,0.7,96%,104%,70.6,-5.4,37,Other,,32.09,34.78,,,,,,,,,,,,,,,,,,,,,
