City/municipality,State/ Country,Population,Focus,Aggregation,Average Score,Disparity,Infra ratio,Dest ratio,Highest Point,Focus Disparity,Safe Area (sq mi),Bike Network (mi),Bike Network %,Bike Paths (mi),Bike Paths %,Bike Lanes (mi),Bike Lanes %,Friendly (mi),Friendly %,Shared Road (miles),Shared Road %,Other (miles),Other %,Total Network,Destinations,Bike Parking,Destination Score,Bad Ints  / mi,Furthest Reach #1 (mi),Furthest Reach #2 (mi),Furthest Reach #3 (mi),PFB rank dif,Copenhagen rank dif
Brisbane,QLD,1242825.0,Balanced,Best Area,62.5,8.6,105%,94%,71.1,7.0,,,,,,,,,,,,,,,,,,,,,,,
Brisbane,QLD,1242825.0,Destination,City Wide,34.5,24.4,104%,95%,62.1,3.3,,,,,,,,,,,,,,,,,,,,,,,
Brisbane,QLD,1242825.0,Destination,Best Area,58.9,14.5,105%,94%,73.4,7.0,,,,,,,,,,,,,,,,,,,,,,,
Sarajevo,Bosnia and Herzegovina,275524.0,Infrastructure,City Wide,32.7,13.6,90%,109%,47.3,-6.6,,,,,,,,,,,,,,,,,,,,,,,
Sarajevo,Bosnia and Herzegovina,275524.0,Infrastructure,Best Area,46.3,3.4,91%,109%,49.7,-9.2,,,,,,,,,,,,,,,,,,,,,,,
Sarajevo,Bosnia and Herzegovina,275524.0,Balanced,City Wide,36.2,14.6,90%,109%,51.9,-6.6,,,,,,,,,,,,,,,,,,,,,,,
Sarajevo,Bosnia and Herzegovina,275524.0,Balanced,Best Area,50.8,4.1,91%,109%,54.9,-9.2,,,,,,0.0,,,,,,,,,,,,,,,,,
Sarajevo,Bosnia and Herzegovina,275524.0,Destination,City Wide,39.3,16.2,90%,109%,56.3,-6.6,,,,,,,,,,,,,,,,,,,,,,,
Sarajevo,Bosnia and Herzegovina,275524.0,Destination,Best Area,55.5,4.3,91%,109%,59.8,-9.2,,,,,,0.0,,,,,,,,,,,,,,,,,
Toledo,OH,268461.0,Infrastructure,City Wide,36.1,15.6,102%,98%,52.9,1.3,,,,,,,,,,,,,,,,,,,,,,,
Toledo,OH,268461.0,Infrastructure,Best Area,51.8,6.5,106%,94%,58.3,5.6,,,,,,,,,,,,,,,,,,,,,,,
Toledo,OH,268461.0,Balanced,City Wide,35.5,13.5,102%,98%,50.3,1.3,,,,,,,,,,,,,,,,,,,,,,,
Toledo,OH,268461.0,Balanced,Best Area,49.0,3.9,106%,94%,52.9,5.6,,,,,,,,,,,,,,,,,,,,,,,
Toledo,OH,268461.0,Destination,City Wide,34.9,11.3,102%,98%,47.3,1.3,,,,,,,,,,,,,,,,,,,,,,,
Toledo,OH,268461.0,Destination,Best Area,46.1,2.0,106%,94%,48.1,5.6,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,Malaysia,2075600.0,Infrastructure,City Wide,30.5,10.3,86%,112%,41.3,-9.1,,,,,,,,,,,,,,,,,,,,0.9,,,
Kuala Lumpur,Malaysia,2075600.0,Infrastructure,Best Area,40.8,12.6,88%,112%,53.4,-11.2,,,,,,,,,,,,,,,,,,,,1.1,0.8,,
Kuala Lumpur,Malaysia,2075600.0,Balanced,City Wide,35.4,11.1,86%,112%,47.2,-9.1,,,,,,,,,,,,,,,,,,,,0.9,,,
Kuala Lumpur,Malaysia,2075600.0,Balanced,Best Area,46.5,14.2,88%,112%,60.7,-11.2,,,,,,,,,,,,,,,,,,,,,0.8,,
Kuala Lumpur,Malaysia,2075600.0,Destination,City Wide,39.6,12.4,86%,112%,53.2,-9.1,,,,,,,,,,,,,,,,,,,,,,,
Kuala Lumpur,Malaysia,2075600.0,Destination,Best Area,52.0,15.3,88%,112%,67.3,-11.2,2.0,,,,,,,,,,,,,,,,,,,,0.8,,
Turin,Italy,916479.0,Infrastructure,City Wide,35.0,35.9,99%,100%,77.0,-0.3,,,,,,,,,,,,,,,,,,,,,,-133.0,
Turin,Italy,916479.0,Infrastructure,Best Area,70.9,7.7,97%,103%,78.6,-4.2,,,,,,,,,,,,,,,,,,,,,,-27.0,
Turin,Italy,916479.0,Balanced,City Wide,35.3,37.8,99%,100%,80.5,-0.3,,,,,,,,,,,,,,,,,,,,,,-131.0,
Turin,Italy,916479.0,Balanced,Best Area,73.1,8.5,97%,103%,81.6,-4.2,,,,,,,,,,,,,,,,,,,,,,-21.0,
Turin,Italy,916479.0,Destination,City Wide,35.3,39.8,99%,100%,83.9,-0.3,,,,,,,,,,,,,,,,,,,,,,-133.0,
Turin,Italy,916479.0,Destination,Best Area,75.1,9.4,97%,103%,84.5,-4.2,,,,,,,,,,,,,,,,,,,,,,-21.0,
Mexico City,Mexico,8913652.0,Infrastructure,City Wide,32.3,15.4,92%,107%,50.7,-5.5,,,,,,,,,,,,,,,,,,,,,,-127.0,-9.0
Mexico City,Mexico,8913652.0,Infrastructure,Best Area,47.7,10.2,93%,107%,57.9,-7.4,,,,,,,,,,,,,,,,,,,,,,-133.0,-10.0
Mexico City,Mexico,8913652.0,Balanced,City Wide,35.2,16.2,92%,107%,56.4,-5.5,,,,,,,,,,,,,,,,,,,,,,-114.0,-9.0
Mexico City,Mexico,8913652.0,Balanced,Best Area,51.4,12.3,93%,107%,63.7,-7.4,,,,,,,,,,,,,,,,,,,,,,-109.0,-10.0
Mexico City,Mexico,8913652.0,Destination,City Wide,37.8,17.3,92%,107%,61.7,-5.5,,,,,,,,,,,,,,,,,,,,,,-107.0,-9.0
Mexico City,Mexico,8913652.0,Destination,Best Area,55.1,14.0,93%,107%,69.1,-7.4,,,,,,,,,,,,,,,,,,,,,,-79.0,-10.0
Cincinnati,OH,309595.0,Infrastructure,City Wide,33.5,17.5,95%,103%,57.1,-2.6,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati,OH,309595.0,Infrastructure,Best Area,51.0,9.3,102%,99%,60.3,1.8,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati,OH,309595.0,Balanced,City Wide,35.1,14.9,95%,103%,51.6,-2.6,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati,OH,309595.0,Balanced,Best Area,50.0,4.0,102%,99%,54.0,1.8,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati,OH,309595.0,Destination,City Wide,36.1,13.1,95%,103%,48.0,-2.6,,,,,,,,,,,,,,,,,,,,,,,
Cincinnati,OH,309595.0,Destination,Best Area,49.3,6.8,102%,99%,56.0,1.8,,,,,,,,,,,,,,,,,,,,,,,
Austin,TX,967862.0,Infrastructure,City Wide,35.5,20.5,101%,99%,59.9,0.9,,,,,,,,0.0,,,,,,,,,,,,,,,
Austin,TX,967862.0,Infrastructure,Best Area,56.0,7.4,102%,98%,63.4,2.6,,,,,,,,,,,,,,,,,,,,,,,
Austin,TX,967862.0,Balanced,City Wide,35.1,19.6,101%,99%,59.5,0.9,,,,,,,,0.0,,,,,,,,,,,,,,-29.0,
Austin,TX,967862.0,Balanced,Best Area,54.7,8.1,102%,98%,62.8,2.6,,,,,,,,,,,,,,,,,,,,,,,
Austin,TX,967862.0,Destination,City Wide,34.6,18.8,101%,99%,60.3,0.9,,,,,,,,0.0,,,,,,,,,,,,,,-32.0,
Austin,TX,967862.0,Destination,Best Area,53.4,10.1,102%,98%,63.5,2.6,,,,,,,,,,,,,,,,,,,,,,,
Accra,Ghana,1782150.0,Infrastructure,City Wide,31.3,4.4,89%,110%,36.5,-7.2,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,0.2,,,,,
Accra,Ghana,1782150.0,Infrastructure,Best Area,35.7,4.4,85%,114%,40.1,-12.2,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,0.2,,,,,
Accra,Ghana,1782150.0,Balanced,City Wide,35.0,7.2,89%,110%,44.3,-7.2,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,0.2,,,,,
Accra,Ghana,1782150.0,Balanced,Best Area,42.2,7.2,85%,114%,49.4,-12.2,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,
Accra,Ghana,1782150.0,Destination,City Wide,38.5,9.4,89%,110%,51.2,-7.2,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,0.2,,,,,
Accra,Ghana,1782150.0,Destination,Best Area,47.9,9.2,85%,114%,57.1,-12.2,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,
Belo Horizonte,Brazil,2315560.0,Infrastructure,City Wide,33.1,7.0,95%,105%,41.1,-3.7,,,0.047,,0.024,,,,0.01,,0.913,,,,,,,,,,,,
Belo Horizonte,Brazil,2315560.0,Infrastructure,Best Area,40.1,7.0,95%,106%,47.1,-4.5,,,0.094,,0.062,,0.003,,,,0.861,,,,,,,,,,,,
Belo Horizonte,Brazil,2315560.0,Balanced,City Wide,35.0,7.0,95%,105%,43.4,-3.7,,,0.05,,0.025,,,,0.012,,0.908,,,,,,,,,,,,
Belo Horizonte,Brazil,2315560.0,Balanced,Best Area,42.0,5.7,95%,106%,47.7,-4.5,,,0.086,,0.055,,0.004,,0.022,,0.865,,,,,,,,,,,,
Belo Horizonte,Brazil,2315560.0,Destination,City Wide,36.8,7.8,95%,105%,44.5,-3.7,,,0.055,,0.028,,,,0.013,,0.899,,,,,,,,,,,,
Belo Horizonte,Brazil,2315560.0,Destination,Best Area,44.6,8.5,95%,106%,53.1,-4.5,,,0.08,,0.046,,,,,,0.867,,,,,,,,,,,,
Dallas,TX,1299553.0,Infrastructure,City Wide,34.9,20.6,100%,99%,60.1,0.3,,,,,,,,,,,,,,,,,,,,,,38.0,
Dallas,TX,1299553.0,Infrastructure,Best Area,55.5,7.4,104%,96%,62.9,4.1,,,,,,,,,,,,,,,,,,,,,,62.0,
Dallas,TX,1299553.0,Balanced,City Wide,34.8,18.6,100%,99%,57.4,0.3,,,,,,,,,,,,,,,,,,,,,,36.0,
Dallas,TX,1299553.0,Balanced,Best Area,53.4,8.5,104%,96%,61.9,4.1,,,,,,,,,,,,,,,,,,,,,,54.0,
Dallas,TX,1299553.0,Destination,City Wide,34.6,16.8,100%,99%,54.7,0.3,,,,,,,,,,,,,,,,,,,,,,34.0,
Dallas,TX,1299553.0,Destination,Best Area,51.4,9.5,104%,96%,60.9,4.1,,,,,,,,,,,,,,,,,,,,,,,
Atlanta,GA,499287.0,Infrastructure,City Wide,34.6,19.8,100%,100%,55.7,-0.1,,,,,,,,0.0,,,,,,,,,,,,,,,
Atlanta,GA,499287.0,Infrastructure,Best Area,54.4,4.6,99%,100%,59.0,-0.4,,,,,,,,0.0,,,,,,,,,,5.1,,,,,
Atlanta,GA,499287.0,Balanced,City Wide,34.7,20.0,100%,100%,56.9,-0.1,,,,,,,,0.0,,,,,,,,,,,,,,,
Atlanta,GA,499287.0,Balanced,Best Area,54.7,5.0,99%,100%,59.7,-0.4,,,,,,,,,,,,,,,,,,5.1,,,,,
Atlanta,GA,499287.0,Destination,City Wide,34.7,20.1,100%,100%,59.8,-0.1,,,,,,,,0.0,,,,,,,,,,,,,,,
Atlanta,GA,499287.0,Destination,Best Area,54.8,7.3,99%,100%,62.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,
San Diego,CA,1385061.0,Infrastructure,City Wide,34.3,16.5,99%,100%,53.3,-0.3,,,,,,,,0.0,,,,,,,,,,4.1,,,,,
San Diego,CA,1385061.0,Infrastructure,Best Area,50.8,11.9,103%,97%,62.7,3.0,,,,,,,,,,,,,,,,,,,,,,-23.0,
San Diego,CA,1385061.0,Balanced,City Wide,34.6,14.5,99%,100%,51.6,-0.3,,,,,,,,,,,,,,,,,,4.2,,,,,
San Diego,CA,1385061.0,Balanced,Best Area,49.1,8.3,103%,97%,57.4,3.0,,,,,,,,,,,,,,,,,,,,,,-27.0,
San Diego,CA,1385061.0,Destination,City Wide,34.6,13.2,99%,100%,50.3,-0.3,,,,,,,,,,,,,,,,,,4.3,,,,-21.0,
San Diego,CA,1385061.0,Destination,Best Area,47.8,5.6,103%,97%,53.4,3.0,,,,,,,,,,,,,,,,,,,,,,-24.0,
Tashkent,Uzbekistan,3145236.0,Infrastructure,City Wide,33.5,22.7,98%,100%,60.8,-0.6,1.0,,,,,,,,,6.50,,,,15.0,,0.0,,5.0,,0.8,0.4,,
Tashkent,Uzbekistan,3145236.0,Infrastructure,Best Area,56.2,11.1,107%,96%,67.3,5.6,,,,,,,,,,14.60,,,,,,0.0,,,,,,,
Tashkent,Uzbekistan,3145236.0,Balanced,City Wide,34.1,18.5,98%,100%,55.7,-0.6,1.0,,,,,,,,,6.40,,,,15.0,,0.0,,5.7,,0.7,0.4,,
Tashkent,Uzbekistan,3145236.0,Balanced,Best Area,52.6,8.2,107%,96%,60.8,5.6,,,,,,,,,,15.20,,,,,,0.0,,,,,,,
Tashkent,Uzbekistan,3145236.0,Destination,City Wide,34.1,16.5,98%,100%,53.2,-0.6,1.0,,,,,,,,,6.10,,,,16.0,,0.0,,5.6,,0.7,0.4,,
Tashkent,Uzbekistan,3145236.0,Destination,Best Area,50.6,7.7,107%,96%,58.3,5.6,,,,,,,,,,14.50,,0.6,,,,,,5.6,,,,,
Tbilisi,Georgia,1089860.0,Infrastructure,City Wide,32.3,7.7,95%,105%,41.4,-3.5,,,,,,,,,,,,,0.588,,,,,,,,,,
Tbilisi,Georgia,1089860.0,Infrastructure,Best Area,40.0,9.5,90%,110%,49.5,-9.0,,,,,,,,,,,,,0.647,,,,,,,,,,
Tbilisi,Georgia,1089860.0,Balanced,City Wide,34.1,10.3,95%,105%,47.8,-3.5,,,,,,,,,,,,,0.579,,,,,,,,,,
Tbilisi,Georgia,1089860.0,Balanced,Best Area,44.4,12.1,90%,110%,56.5,-9.0,,,,,,,,,,,,,0.563,,,,,,,,,,
Tbilisi,Georgia,1089860.0,Destination,City Wide,35.8,13.2,95%,105%,54.7,-3.5,,,,,,,,,,,,,0.577,,,,,,,,,,
Tbilisi,Georgia,1089860.0,Destination,Best Area,49.0,13.6,90%,110%,62.6,-9.0,,,,,,,,,,,,,0.525,,,,,,,,,,
Wichita,KS,396488.0,Infrastructure,City Wide,34.8,19.2,102%,98%,55.1,1.5,,,,,,,,,,,,,,,,,,,,,,41.0,
Wichita,KS,396488.0,Infrastructure,Best Area,54.0,6.6,108%,92%,60.6,7.7,,,,,,,,0.0,,,,,,,,,,,,,,55.0,
Wichita,KS,396488.0,Balanced,City Wide,34.1,16.1,102%,98%,51.3,1.5,,,,,,,,,,,,,,,,,,,,,,35.0,
Wichita,KS,396488.0,Balanced,Best Area,50.2,4.3,108%,92%,54.5,7.7,,,,,,,,0.0,,,,,,,,,,,,,,,
Wichita,KS,396488.0,Destination,City Wide,33.3,13.0,102%,98%,47.7,1.5,,,,,,,,,,,,,,,,,,,,,,,
Wichita,KS,396488.0,Destination,Best Area,46.3,2.8,108%,92%,49.1,7.7,,,,,,,,0.0,,,,,,,,,,,,,,,
Saint Petersburg,Russia,5643000.0,Infrastructure,City Wide,28.6,8.7,84%,113%,37.8,-9.9,,,,0.0,,,,,,13.40,,,0.366,,,,,0.1,,,,,
Saint Petersburg,Russia,5643000.0,Infrastructure,Best Area,37.3,12.1,83%,116%,49.4,-14.6,2.0,,,,,,,,,18.80,,,,31.0,,,,0.0,,1.1,,,
Saint Petersburg,Russia,5643000.0,Balanced,City Wide,34.0,10.9,84%,113%,45.5,-9.9,,,,0.0,,,,,,13.20,,,,,,,,0.1,,,,,
Saint Petersburg,Russia,5643000.0,Balanced,Best Area,44.9,13.6,83%,116%,58.5,-14.6,2.0,,,,,,,0.0,,18.10,,,,27.0,,,,0.0,1.2,1.0,0.8,,
Saint Petersburg,Russia,5643000.0,Destination,City Wide,38.5,13.4,84%,113%,52.3,-9.9,,,,0.0,,,,,,13.00,,,,,,,,0.1,,,,,
Saint Petersburg,Russia,5643000.0,Destination,Best Area,51.9,14.4,83%,116%,66.3,-14.6,2.0,,,,,,,0.0,,18.00,,,,26.0,,,,0.0,1.2,,0.8,,
Medellín,Colombia,2659745.0,Infrastructure,City Wide,30.1,24.4,89%,109%,57.1,-7.0,,,,,,,,,,,,,,,,,,,,,,-123.0,-6.0
Medellín,Colombia,2659745.0,Infrastructure,Best Area,54.5,5.1,91%,108%,59.6,-9.8,,,,,,,,,,,,,,,,,,6.4,,,,-87.0,
Medellín,Colombia,2659745.0,Balanced,City Wide,33.9,25.7,89%,109%,62.5,-7.0,,,,,,,,,,,,,,,,,,,,,,-114.0,-6.0
Medellín,Colombia,2659745.0,Balanced,Best Area,59.6,5.9,91%,108%,65.5,-9.8,,,,,,,,,,,,,,,,,,6.5,,,,-53.0,
Medellín,Colombia,2659745.0,Destination,City Wide,37.1,27.2,89%,109%,67.1,-7.0,,,,,,,,,,,,,,,,,,,,,,-100.0,-6.0
Medellín,Colombia,2659745.0,Destination,Best Area,64.3,6.6,91%,108%,70.9,-9.8,,,,,,,,,,,,,,,,,,6.5,,,,-24.0,
Hartford,CT,122129.0,Infrastructure,City Wide,32.8,9.8,97%,103%,45.1,-1.8,,,,,,,,,,,,,,,,,,6.6,,,,,
Hartford,CT,122129.0,Infrastructure,Best Area,42.6,7.6,101%,99%,50.2,1.0,,,,,,,,0.0,,16.90,,,,29.0,,,,7.6,,,,,
Hartford,CT,122129.0,Balanced,City Wide,33.7,8.4,97%,103%,44.1,-1.8,,,,,,,,,,,,,,,,,,6.7,,,,,
Hartford,CT,122129.0,Balanced,Best Area,42.1,5.8,101%,99%,47.9,1.0,,,,,,,,0.0,,17.50,,,,29.0,,,,7.8,,,,,
Hartford,CT,122129.0,Destination,City Wide,34.6,7.0,97%,103%,42.8,-1.8,,,,,,,,,,,,,,,,,,6.8,,,,,
Hartford,CT,122129.0,Destination,Best Area,41.6,3.9,101%,99%,45.5,1.0,,,,,,,,0.0,,15.80,,,,27.0,,,,8.2,,,,,
Bamako,Mali,2920000.0,Infrastructure,City Wide,29.9,3.4,89%,110%,33.9,-7.0,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,
Bamako,Mali,2920000.0,Infrastructure,Best Area,33.3,1.8,87%,111%,35.1,-9.4,,0.0,,0.0,,,,0.0,,,,0.7,0.007,,,0.0,,,,,,,
Bamako,Mali,2920000.0,Balanced,City Wide,33.5,4.8,89%,110%,38.9,-7.0,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,
Bamako,Mali,2920000.0,Balanced,Best Area,38.3,2.3,87%,111%,40.6,-9.4,,0.0,,0.0,,,,0.0,,,,0.7,0.008,,,0.0,,,,,,,
Bamako,Mali,2920000.0,Destination,City Wide,36.9,5.8,89%,110%,43.7,-7.0,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,
Bamako,Mali,2920000.0,Destination,Best Area,42.7,2.9,87%,111%,45.6,-9.4,,0.0,,0.0,,,,0.0,,,,0.7,0.008,,,0.0,,,,,,,
Niamey,Niger,1633200.0,Infrastructure,City Wide,32.7,14.5,98%,102%,48.7,-1.5,,,,,,,,,,,,,,,,0.0,,,,,,,
Niamey,Niger,1633200.0,Infrastructure,Best Area,47.2,3.2,99%,101%,50.4,-1.2,,,,,,,,0.0,,,,,,,,,,,,,,,
Niamey,Niger,1633200.0,Balanced,City Wide,33.4,14.3,98%,102%,49.4,-1.5,,,,,,,,,,,,,,,,0.0,,,,,,,
Niamey,Niger,1633200.0,Balanced,Best Area,47.7,3.3,99%,101%,51.0,-1.2,,,,,,,,0.0,,,,,,,,,,,,,,,
Niamey,Niger,1633200.0,Destination,City Wide,34.2,14.2,98%,102%,50.1,-1.5,,,,,,,,,,,,,,,,0.0,,,,,,,
Niamey,Niger,1633200.0,Destination,Best Area,48.4,3.3,99%,101%,51.7,-1.2,,,,,,,,0.0,,,,,,,,,,,,,,,
Kampala,Uganda,1797722.0,Infrastructure,City Wide,28.0,6.3,85%,113%,35.7,-9.5,,0.0,,0.0,,,,,,,,,,,,0.0,,,1.1,0.9,,,
Kampala,Uganda,1797722.0,Infrastructure,Best Area,34.3,7.0,84%,114%,41.3,-12.5,2.0,,,0.0,,,,,,,,,,33.0,,0.0,,,1.2,1.0,0.8,,
Kampala,Uganda,1797722.0,Balanced,City Wide,33.1,7.9,85%,113%,42.5,-9.5,,0.0,,0.0,,,,,,,,,,,,0.0,,,1.1,0.9,,,
Kampala,Uganda,1797722.0,Balanced,Best Area,41.0,8.6,84%,114%,49.6,-12.5,2.0,,,0.0,,,,,,,,,,32.0,,0.0,,,1.2,0.9,0.8,,
Kampala,Uganda,1797722.0,Destination,City Wide,37.5,9.3,85%,113%,49.0,-9.5,,0.0,,0.0,,,,,,,,,,,,0.0,,,1.1,0.8,,,
Kampala,Uganda,1797722.0,Destination,Best Area,46.8,9.8,84%,114%,56.6,-12.5,2.0,,,0.0,,,,,,,,,,,,0.0,,,1.2,0.9,0.8,,
Dushanbe,Tajikistan,1068000.0,Infrastructure,City Wide,33.1,10.8,100%,98%,45.5,0.8,,,,0.0,,,,,,14.70,,,,,,0.0,,,,,,,
Dushanbe,Tajikistan,1068000.0,Infrastructure,Best Area,43.9,7.0,105%,105%,50.9,0.0,,,,0.0,,,,,,16.80,,,,33.0,,0.0,,,,,,,
Dushanbe,Tajikistan,1068000.0,Balanced,City Wide,33.0,8.8,100%,98%,42.7,0.8,,,,0.0,,,,,,13.40,,,,,,0.0,,,,,,,
Dushanbe,Tajikistan,1068000.0,Balanced,Best Area,41.8,4.3,105%,105%,46.1,0.0,,,,0.0,,,,,,16.60,,,,30.0,,0.0,,,,,0.8,,
Dushanbe,Tajikistan,1068000.0,Destination,City Wide,32.3,11.6,100%,98%,46.0,0.8,,,,0.0,,,,,,13.00,,,,,,0.0,,,,,,,
Dushanbe,Tajikistan,1068000.0,Destination,Best Area,43.9,6.0,105%,105%,49.9,0.0,2.0,,,0.0,,,,,,17.90,,,,25.0,,0.0,,,,,,,
Rio de Janeiro,Brazil,6730729.0,Infrastructure,City Wide,30.7,16.8,94%,106%,46.9,-4.1,,,,,,,,,,,,,,,,,,,,,,,
Rio de Janeiro,Brazil,6730729.0,Infrastructure,Best Area,47.5,19.0,97%,104%,66.5,-3.5,,,,,,,,,,,,,,,,,,,,,,,
Rio de Janeiro,Brazil,6730729.0,Balanced,City Wide,32.8,16.2,94%,106%,48.1,-4.1,,,,,,,,,,,,,,,,,,,,,,,
Rio de Janeiro,Brazil,6730729.0,Balanced,Best Area,49.0,21.7,97%,104%,70.7,-3.5,,,,,,,,,,,,,,,,,,,,,,,
Rio de Janeiro,Brazil,6730729.0,Destination,City Wide,34.8,16.2,94%,106%,51.7,-4.1,,,,,,,,,,,,,,,,,,,,,,,
Rio de Janeiro,Brazil,6730729.0,Destination,Best Area,51.0,24.7,97%,104%,75.7,-3.5,,,,,,,,,,,,,,,,,,,,,,,
Almaty,Kazakhstan,2341900.0,Infrastructure,City Wide,32.8,13.1,100%,99%,48.2,0.4,,,,,,,,,,,,,,,,,,,,,,,
Almaty,Kazakhstan,2341900.0,Infrastructure,Best Area,45.9,10.2,99%,104%,56.1,-2.4,,,,,,,,,,,,,,,,,,,,,,,
Almaty,Kazakhstan,2341900.0,Balanced,City Wide,32.7,13.7,100%,99%,48.8,0.4,,,,,,,,,,,,,,,,,,,,,,,
Almaty,Kazakhstan,2341900.0,Balanced,Best Area,46.4,13.9,99%,104%,60.3,-2.4,,,,,,,,,,,,,,,,,,5.1,,,,,
Almaty,Kazakhstan,2341900.0,Destination,City Wide,32.4,15.9,100%,99%,51.1,0.4,,,,,,,,,,,,,,,,,,,,,,,
Almaty,Kazakhstan,2341900.0,Destination,Best Area,48.3,16.0,99%,104%,64.3,-2.4,,,,,,,,,,,,,,,,,,5.4,,,,,
Bengaluru,India,14771700.0,Infrastructure,City Wide,28.0,7.1,86%,112%,35.8,-8.6,,0.0,,0.0,,,,,,,,,0.017,,,0.0,,,1.1,0.9,,,
Bengaluru,India,14771700.0,Infrastructure,Best Area,35.1,8.9,83%,114%,44.0,-13.3,2.0,,,,,,,,,,,,,,,,,,1.3,,,,
Bengaluru,India,14771700.0,Balanced,City Wide,32.7,9.6,86%,112%,42.5,-8.6,,0.0,,0.0,,,,,,,,,0.014,,,0.0,,,1.1,0.9,,,
Bengaluru,India,14771700.0,Balanced,Best Area,42.3,9.4,83%,114%,51.7,-13.3,2.0,,,,,,,,,,,,,,,,,,1.2,,,,
Bengaluru,India,14771700.0,Destination,City Wide,36.6,11.8,86%,112%,49.7,-8.6,,0.0,,0.0,,,,,,,,0.6,0.015,,,0.0,,,1.1,,,,
Bengaluru,India,14771700.0,Destination,Best Area,48.4,10.2,83%,114%,58.6,-13.3,2.0,,,,,,,,,,,,,,,,,,1.2,,,,
Naples,Italy,1002139.0,Infrastructure,City Wide,28.3,10.3,87%,111%,41.2,-8.1,,,,0.0,,,,,,,,,,,,,,,,,,-103.0,
Naples,Italy,1002139.0,Infrastructure,Best Area,38.6,10.5,85%,114%,49.1,-13.2,2.0,,,,,,,,,,,,,,,,,5.2,,,,-111.0,
Naples,Italy,1002139.0,Balanced,City Wide,32.7,12.9,87%,111%,48.9,-8.1,,,,0.0,,,,,,,,,,,,,,,,,,-92.0,
Naples,Italy,1002139.0,Balanced,Best Area,45.6,12.1,85%,114%,57.7,-13.2,2.0,,,,,,,,,,,,,32.0,,,,5.5,,,,-100.0,
Naples,Italy,1002139.0,Destination,City Wide,36.4,15.4,87%,111%,57.1,-8.1,,,,0.0,,,,,,,,,,,,,,,,,,-78.0,
Naples,Italy,1002139.0,Destination,Best Area,51.8,13.4,85%,114%,65.2,-13.2,2.0,,,,,,,,,,,,,,,,,5.5,,,0.8,-67.0,
Kansas City,MO,508233.0,Infrastructure,City Wide,33.2,19.1,102%,97%,55.8,1.6,,,,,,,,,,,,,,,,,,,,,,,
Kansas City,MO,508233.0,Infrastructure,Best Area,52.3,12.0,104%,96%,64.3,4.2,,,,,,,,,,,,,,,,,,,,,,,
Kansas City,MO,508233.0,Balanced,City Wide,32.6,17.5,102%,97%,52.5,1.6,,,,,,,,,,,,,,,,,,,,,,,
Kansas City,MO,508233.0,Balanced,Best Area,50.1,9.4,104%,96%,59.5,4.2,,,,,,,,,,,,,,,,,,,,,,,
Kansas City,MO,508233.0,Destination,City Wide,31.6,16.5,102%,97%,49.2,1.6,,,,,,,,,,,,,,,,,,,,,,-22.0,
Kansas City,MO,508233.0,Destination,Best Area,48.1,11.1,104%,96%,59.2,4.2,,,,,,,,,,,,,,,,,,,,,,,
Rome,Italy,1970631.0,Infrastructure,City Wide,30.5,24.9,94%,105%,58.0,-3.6,,,,,,,,,,,,,,,,,,0.1,,,,-103.0,
Rome,Italy,1970631.0,Infrastructure,Best Area,55.4,11.3,93%,107%,66.7,-8.0,,,,,,,,,,,,,,,,,,0.1,,,,-67.0,
Rome,Italy,1970631.0,Balanced,City Wide,32.4,27.1,94%,105%,63.1,-3.6,,,,,,,,,,,,,,,,,,0.1,,,,-102.0,
Rome,Italy,1970631.0,Balanced,Best Area,59.5,13.4,93%,107%,72.9,-8.0,,,,,,,,,,,,,,,,,,0.2,,,,-38.0,
Rome,Italy,1970631.0,Destination,City Wide,34.1,29.3,94%,105%,67.9,-3.6,,,,,,,,,,,,,,,,,,0.2,,,,-98.0,
Rome,Italy,1970631.0,Destination,Best Area,63.4,15.3,93%,107%,78.7,-8.0,,,,,,,,,,,,,,,,,,0.2,,,,,
Thimphu,Bhutan,149000.0,Infrastructure,City Wide,26.4,7.5,81%,115%,34.0,-10.9,1.0,0.0,,0.0,,,,,,,,,,19.0,,0.0,,,,0.9,0.6,,
Thimphu,Bhutan,149000.0,Infrastructure,Best Area,33.9,1.7,78%,118%,35.6,-17.8,1.0,0.0,,0.0,,,,0.0,,20.80,,,,22.0,,0.0,,,1.0,0.8,0.7,,
Thimphu,Bhutan,149000.0,Balanced,City Wide,32.4,11.3,81%,115%,44.2,-10.9,1.0,0.0,,0.0,,,,,,,,,,18.0,,0.0,,,,,0.6,,
